drug_name,interaction_text,interaction_type,reference
"Sodium phosphate, dibasic, unspecified form",Take with food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium citrate,Avoid alcohol.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium citrate,Avoid iodine-containing foods and supplements.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium citrate,Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily.,general_note,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium citrate,Limit caffeine intake.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium citrate,Take with food. Lithium can cause hyponatremia. Include adequate salt in the diet.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium carbonate,Avoid alcohol. Alcohol increased peak serum concentrations of lithium.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium carbonate,Avoid iodine-containing foods and supplements. Iodine and lithium may synergistically produce hypothyroidism.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium carbonate,Limit caffeine intake. Caffeine may decrease lithium concentrations.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Lithium carbonate,Take with food. Food reduces gastrointestinal upset.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Magnesium,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Tetraferric tricitrate decahydrate,Take with food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Chromium nicotinate,Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Chromium nicotinate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
"Zinc sulfate, unspecified form",Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
"Zinc sulfate, unspecified form","Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
"Zinc sulfate, unspecified form",Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ivosidenib,"Do not take with or immediately after a high-fat meal. Administration of ivosidenib with a high-fat meal increases the Cmax and AUC of ivosidenib by 98 and 25%, respectively.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ivosidenib,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ivosidenib. Dose adjustment may be necessary if co-administered.",caution,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ivosidenib,Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ivosidenib.,caution,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ivosidenib,Take at the same time every day.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ivosidenib,Take with or without food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Segesterone acetate,"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of segesterone acetate. If coadministration is necessary, back up contraception should be used.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Prednisolone phosphate,Take with food. Food reduces GI irritation.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Calcium polycarbophil,Take with a full glass of water.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Inotersen,Administer vitamin A supplementation. Supplementation at the recommended daily allowance of vitamin A is advised for patients taking inotersen.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Larotrectinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of larotrectinib.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Larotrectinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of larotrectinib.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Larotrectinib,Take with or without food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Dabigatran,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Mecasermin rinfabate,Take at the same time every day.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Solriamfetol,Take with or without food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Etrasimod,Take with or without food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Diroximel fumarate,Avoid alcohol.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Diroximel fumarate,"Take with or without food. If taken with food, the meal/snack should contain no more than 700 calories and no more than 30 g fat. Taking diroximel fumarate with food may reduce the adverse effect of flushing.",recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ripretinib,Take with or without food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Vibegron,Take with or without food. A high-fat meal had no clinically significant effects on vibegron plasma concentrations.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Ritlecitinib,"Take with or without food. The coadministration of ritlecitinib and a high-fat meal reduced the Cmax and AUC; however, food does not have a clinically significant impact on the systemic exposures of ritlecitinib.",recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Abrocitinib,"Take at the same time every day. Administer with or without food, as it has no clinically relevant effect on abrocitinib exposures.",recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Voxelotor,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of voxelotor.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Voxelotor,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxelotor.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Voxelotor,Take with or without food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Umbralisib,Take with food. Food increases the bioavailability and concentration of umbralisib.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Avacopan,Take with food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Daridorexant,Avoid alcohol. Concomitant use of alcohol with daridorexant may lead to additive impairment of psychomotor performance and risk of CNS depression .,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Zanubrutinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of zanubrutinib. Dose adjustment may be necessary if coadministered.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Zanubrutinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of zanubrutinib.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Zanubrutinib,Take with a full glass of water.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Zanubrutinib,Take with or without food. Food does not significantly affect drug concentrations.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Aprocitentan,Take with or without food. Co-administration with food does not appear to alter the pharmacokinetics of aprocitentan to a clinically significant extent.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Upadacitinib,"Avoid grapefruit products. Upadacitinib exposure is increased when a strong CYP3A4 inhibitor such as grapefruit is used, which may increase the risk for drug-related adverse events.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Upadacitinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of upadacitinib.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Upadacitinib,Take with or without food. Food does not significantly affect drug concentrations.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Gefapixant,Take with or without food. The administration of gefapixant with food does not result in clinically significant differences in its pharmacokinetics.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Pemigatinib,Avoid grapefruit products. Grapefruit may increase drug levels and adverse effects.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Pemigatinib,Take at the same time every day.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Pemigatinib,Take with or without food. A high-fat or high-calorie meal does not have clinically significant effects on drug concentrations.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Vamorolone,Take with food. Prescribing information for vamorolone states that it should preferably be administered with food.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Tepotinib,Take with food. Co-administration with a meal improves the absorption of tepotinib.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Futibatinib,Take at the same time every day.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Futibatinib,"Take with or without food. A high-fat and high-calorie meal decreases drug exposure, but not to a clinically significant extent.",recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Tirzepatide,Take with or without food. Food has no clinically significant effects on drug exposure.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Avapritinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of avapritinib.",avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Avapritinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of avapritinib.,avoid,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
Avapritinib,Take on an empty stomach. Take more than 1 hour before or 2 hours after a meal.,recommended_intake,"Knox C, Wilson M, Klinger CM, et al. DrugBank 6.0: the DrugBank Knowledgebase for 2024. Nucleic Acids Res. 2024 Jan 5;52(D1):D1265-D1275. doi: 10.1093/nar/gkad976."
